id_platillo,nombre_es,categoria,subcategoria,estado_tipico,region_tipica,descripcion_es,tipo_estructura,personalizable,nivel_picante_base,riesgo_digestivo_base,nota_cultural_es,recomendacion_turista_es,activo
PL163,capirotada,postre,postre_tradicional,Jalisco,Occidente,"Postre de pan remojado con piloncillo, queso, especias y frutos secos.",postre,false,bajo,medio,Es un postre muy reconocible de Jalisco y ayuda a completar la visión dulce de la cocina del occidente.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL164,jericalla,postre,postre_tradicional,Jalisco,Occidente,"Postre horneado de leche y huevo con superficie tostada, cercano a un flan firme.",postre,false,bajo,medio,Es un postre muy reconocible de Jalisco y ayuda a completar la visión dulce de la cocina del occidente.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL165,arroz con leche,postre,postre_tradicional,Ciudad de México,Centro,Postre cremoso de arroz cocido en leche con canela y a veces pasas.,postre,false,bajo,medio,Es un postre muy reconocible de Ciudad de México y ayuda a completar la visión dulce de la cocina del centro.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL166,buñuelos,postre,postre_tradicional,Estado de México,Centro,"Discos delgados y crujientes fritos, espolvoreados con azúcar y canela o bañados en miel.",postre,false,bajo,medio,Es un postre muy reconocible de Estado de México y ayuda a completar la visión dulce de la cocina del centro.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL167,cocadas,postre,postre_tradicional,Guerrero,Centro-Sur,"Dulce de coco horneado o prensado, de textura suave o ligeramente tostada.",postre,false,bajo,medio,Es un postre muy reconocible de Guerrero y ayuda a completar la visión dulce de la cocina del centro-sur.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL168,alegrías,pan/antojito dulce,dulce_de_semilla,Ciudad de México,Centro,Dulce a base de amaranto ligado con miel o piloncillo.,postre,false,bajo,bajo,"Es una pieza de pan o antojito dulce ligada a hornos, panaderías y celebraciones de Ciudad de México.","Lo mejor es buscarlo fresco, de panadería o mercado con buena rotación.",true
PL169,camotes poblanos,postre,dulce_tradicional,Puebla,Centro,"Dulces de camote cocido y aromatizado, típicos de confitería poblana.",postre,false,bajo,medio,Es un postre muy reconocible de Puebla y ayuda a completar la visión dulce de la cocina del centro.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL170,ate de membrillo,postre,dulce_tradicional,Michoacán,Occidente,"Pasta dulce de fruta cocida y compacta, común en tablitas o rebanadas.",postre,false,bajo,medio,Es un postre muy reconocible de Michoacán y ayuda a completar la visión dulce de la cocina del occidente.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL171,cajeta de Celaya,postre,dulce_tradicional,Guanajuato,Bajío,Dulce espeso de leche de cabra cocida lentamente hasta caramelizar.,postre,false,bajo,medio,Es un postre muy reconocible de Guanajuato y ayuda a completar la visión dulce de la cocina del bajío.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL172,glorias,postre,dulce_tradicional,Nuevo León,Norte,Dulce norteño de leche quemada y nuez envuelto en papel rojo.,postre,false,bajo,medio,Es un postre muy reconocible de Nuevo León y ayuda a completar la visión dulce de la cocina del norte.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL173,jamoncillo,postre,dulce_tradicional,Querétaro,Bajío,"Dulce de leche reducido y moldeado, a veces con nuez o vainilla.",postre,false,bajo,medio,Es un postre muy reconocible de Querétaro y ayuda a completar la visión dulce de la cocina del bajío.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL174,chongos zamoranos,postre,postre_tradicional,Michoacán,Occidente,"Leche cuajada en almíbar suave, muy representativa de Zamora.",postre,false,bajo,medio,Es un postre muy reconocible de Michoacán y ayuda a completar la visión dulce de la cocina del occidente.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL175,suspiros de monja,postre,postre_tradicional,Puebla,Centro,"Dulce conventual pequeño y aireado, de sabor delicado y gran arraigo histórico.",postre,false,bajo,medio,Es un postre muy reconocible de Puebla y ayuda a completar la visión dulce de la cocina del centro.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL176,nieves de garrafa,postre,postre_tradicional,Oaxaca,Sur,"Nieve artesanal batida en garrafa con frutas, leche o moles dulces.",postre,false,bajo,medio,Es un postre muy reconocible de Oaxaca y ayuda a completar la visión dulce de la cocina del sur.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL177,calabaza en tacha,postre,postre_tradicional,Estado de México,Centro,"Calabaza cocida con piloncillo y canela, muy ligada a la temporada otoñal.",postre,false,bajo,medio,Es una preparación muy ligada al calendario festivo de Estado de México y ayuda a entender la cocina ceremonial del centro.,"Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes. Si puedes, pruébalo en temporada, cuando suele prepararse con más cuidado y mejor contexto cultural.",true
PL178,muéganos de Huamantla,pan/antojito dulce,dulce_tradicional,Tlaxcala,Centro,Pequeños bloques crujientes de masa frita unida con miel o piloncillo.,postre,false,bajo,bajo,"Es una pieza de pan o antojito dulce ligada a hornos, panaderías y celebraciones de Tlaxcala.","Lo mejor es buscarlo fresco, de panadería o mercado con buena rotación.",true
PL179,nicuatole,postre,postre_tradicional,Oaxaca,Sur,"Postre gelificado de maíz y azúcar, perfumado con canela o frutas.",postre,false,bajo,medio,Es un postre muy reconocible de Oaxaca y ayuda a completar la visión dulce de la cocina del sur.,Vale la pena probarlo bien frío y en porción pequeña si ya se probaron otros postres más densos.,true
PL180,gaznates,pan/antojito dulce,pan_dulce_mexicano,Oaxaca,Sur,Canutillos crujientes rellenos de merengue o crema dulce.,postre,false,bajo,bajo,"Es una pieza de pan o antojito dulce ligada a hornos, panaderías y celebraciones de Oaxaca.","Lo mejor es buscarlo fresco, de panadería o mercado con buena rotación.",true
PL181,marquesote oaxaqueño,pan/antojito dulce,pan_dulce_mexicano,Oaxaca,Sur,Bizcocho seco y alto que suele acompañar chocolate de agua o café.,postre,false,bajo,bajo,"Es una pieza de pan o antojito dulce ligada a hornos, panaderías y celebraciones de Oaxaca.","Lo mejor es buscarlo fresco, de panadería o mercado con buena rotación.",true
PL182,coyotas,pan/antojito dulce,pan_dulce_mexicano,Sonora,Norte,"Galletas grandes rellenas de piloncillo, cajeta o fruta, muy típicas de Hermosillo.",postre,false,bajo,bajo,"Es una pieza de pan o antojito dulce ligada a hornos, panaderías y celebraciones de Sonora.","Lo mejor es buscarlo fresco, de panadería o mercado con buena rotación.",true
PL183,concha,pan/antojito dulce,pan_dulce_mexicano,Ciudad de México,Centro,"Pan dulce suave coronado con costra azucarada, básico de panaderías mexicanas.",postre,false,bajo,bajo,"Es una pieza de pan o antojito dulce ligada a hornos, panaderías y celebraciones de Ciudad de México.","Lo mejor es buscarlo fresco, de panadería o mercado con buena rotación.",true
PL184,pan de yema,pan/antojito dulce,pan_dulce_mexicano,Oaxaca,Sur,"Pan suave enriquecido con yema y anís, habitual en fiestas y mesas oaxaqueñas.",postre,false,bajo,bajo,"Es una pieza de pan o antojito dulce ligada a hornos, panaderías y celebraciones de Oaxaca.","Lo mejor es buscarlo fresco, de panadería o mercado con buena rotación.",true
PL185,pan de pulque,pan/antojito dulce,pan_dulce_mexicano,Hidalgo,Centro,"Pan fermentado con pulque, de miga densa y sabor ligeramente ácido.",postre,false,bajo,bajo,"Es una pieza de pan o antojito dulce ligada a hornos, panaderías y celebraciones de Hidalgo.","Lo mejor es buscarlo fresco, de panadería o mercado con buena rotación.",true
PL186,dulce de leche quemada,postre,dulce_tradicional,Chihuahua,Norte,"Dulce de leche concentrada y caramelizada, típico de cocinas y ferias norteñas.",postre,false,bajo,medio,Es una preparación muy ligada al calendario festivo de Chihuahua y ayuda a entender la cocina ceremonial del norte.,"Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes. Si puedes, pruébalo en temporada, cuando suele prepararse con más cuidado y mejor contexto cultural.",true
PL187,chilacayote cristalizado,postre,dulce_tradicional,Puebla,Centro,"Dulce de chilacayote cocido y secado con almíbar, de textura fibrosa y brillante.",postre,false,bajo,medio,Es un postre muy reconocible de Puebla y ayuda a completar la visión dulce de la cocina del centro.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL188,caballito de papaya,postre,dulce_tradicional,Oaxaca,Sur,Tira de papaya cocida en almíbar y presentada como dulce de mercado.,postre,false,bajo,medio,Es un postre muy reconocible de Oaxaca y ayuda a completar la visión dulce de la cocina del sur.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL189,nanches en almíbar,postre,postre_tradicional,Nayarit,Pacífico,"Fruta regional cocida en almíbar especiado, común en cocinas caseras del Pacífico.",postre,false,bajo,medio,Es un postre muy reconocible de Nayarit y ayuda a completar la visión dulce de la cocina del pacífico.,Conviene pedir una porción moderada si ya probaste varios antojitos o platillos fuertes.,true
PL190,romeritos,platillo fuerte,guiso_festivo,Ciudad de México,Centro,"Guiso de romeritos con mole, papas y tortitas de camarón, muy presente en mesas decembrinas.",guiso,false,medio,medio,Es uno de los platillos festivos más reconocibles del centro del país durante Navidad y Año Nuevo.,Conviene probarlo en temporada decembrina y preguntar si la casa lo sirve con tortitas de camarón o versión sin ellas.,true
PL191,verdolagas con cerdo,platillo fuerte,guiso_casero,Estado de México,Centro,"Guiso casero de carne de cerdo con verdolagas y salsa verde, muy común en cocinas familiares.",guiso,false,medio,medio,Es una preparación muy reconocible de Estado de México y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL192,bacalao a la vizcaína,platillo fuerte,guiso_festivo,Ciudad de México,Centro,"Bacalao desmenuzado con jitomate, aceitunas, alcaparras y papa, adoptado como plato festivo en México.",guiso,false,bajo,medio,"Aunque parte de una raíz ibérica, en México se volvió un clásico navideño ampliamente reconocido.","Lo mejor es buscarlo en temporada decembrina, cuando muchas familias y restaurantes lo preparan como especial.",true
PL193,tortitas de camarón,platillo fuerte,guiso_casero,Ciudad de México,Centro,Tortitas de camarón seco o molido servidas en caldillo rojo o con nopales.,guiso,false,medio,medio,Es una preparación muy reconocible de Ciudad de México y refleja la lógica costera de la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío.,true
PL194,huauzontles en caldillo,platillo fuerte,guiso_casero,Puebla,Centro,"Racimos de huauzontle capeados o cocidos, servidos en salsa de jitomate y a veces rellenos de queso.",cerrado_con_relleno,false,bajo,medio,Es una preparación muy reconocible de Puebla y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL195,adobo de puerco,platillo fuerte,guiso_casero,Oaxaca,Sur,"Cerdo cocido lentamente en salsa de chiles secos, vinagre y especias.",guiso,false,medio,medio,Es una preparación muy reconocible de Oaxaca y ayuda a entender la cocina del sur.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL196,chicharrón en salsa verde,platillo fuerte,guiso_casero,Ciudad de México,Centro,"Chicharrón cocinado en salsa verde espesa, muy común en fondas, casas y puestos de guisados.",guiso,false,medio,alto,Es una preparación muy reconocible de Ciudad de México y ayuda a entender la cocina del centro.,"Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL197,rajas con crema,platillo fuerte,guiso_casero,Puebla,Centro,"Rajas de chile poblano cocidas con crema, cebolla y queso.",guiso,false,bajo,medio,Es una preparación muy reconocible de Puebla y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL198,ensalada de nopales,botana,botana_vegetal,Ciudad de México,Centro,"Nopales cocidos y enfriados con jitomate, cebolla, cilantro, queso y orégano.",abierto_con_toppings,false,bajo,bajo,Es una botana representativa de Ciudad de México y muestra cómo la calle y la reunión informal también definen la cocina del centro.,Rinde mejor si se pide recién armado y se comparte mientras pruebas otras cosas. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL199,bistec a la mexicana,platillo fuerte,guiso_casero,Ciudad de México,Centro,"Bistec picado o en tiras cocinado con jitomate, cebolla y chile.",guiso,false,medio,medio,Es una preparación muy reconocible de Ciudad de México y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL200,albóndigas al chipotle,platillo fuerte,guiso_casero,Ciudad de México,Centro,Albóndigas de carne servidas en caldillo de jitomate y chipotle.,caldo,false,medio,medio,Es una preparación muy reconocible de Ciudad de México y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL201,dorilocos,botana,botana_callejera,Ciudad de México,Centro,"Botana callejera armada dentro de una bolsa de fritura con salsas, cueritos, cacahuates y vegetales.",abierto_con_toppings,false,medio,alto,Es una botana representativa de Ciudad de México y muestra cómo la calle y la reunión informal también definen la cocina del centro.,"Rinde mejor si se pide recién armado y se comparte mientras pruebas otras cosas. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL202,tostilocos,botana,botana_callejera,Estado de México,Centro,"Bolsa de fritura abierta y cargada con cueritos, cacahuates, jícama, pepino, chamoy y salsas.",abierto_con_toppings,false,medio,alto,Es una botana representativa de Estado de México y muestra cómo la calle y la reunión informal también definen la cocina del centro.,"Rinde mejor si se pide recién armado y se comparte mientras pruebas otras cosas. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL203,papas preparadas,botana,botana_callejera,Ciudad de México,Centro,"Papas fritas servidas con salsas, limón, chile, crema, queso o toppings salados.",abierto_con_toppings,false,medio,alto,Es una botana representativa de Ciudad de México y muestra cómo la calle y la reunión informal también definen la cocina del centro.,"Rinde mejor si se pide recién armado y se comparte mientras pruebas otras cosas. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL204,chicharrón preparado,botana,botana_callejera,Ciudad de México,Centro,"Chicharrón de harina grande servido con crema, cueritos, queso, salsa y vegetales.",abierto_con_toppings,false,medio,alto,Es una botana representativa de Ciudad de México y muestra cómo la calle y la reunión informal también definen la cocina del centro.,"Rinde mejor si se pide recién armado y se comparte mientras pruebas otras cosas. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL205,salchipulpos,botana,botana_callejera,Estado de México,Centro,"Salchichas cortadas y fritas, servidas con papas, salsas y aderezos.",abierto_con_toppings,false,medio,alto,Es una botana representativa de Estado de México y muestra cómo la calle y la reunión informal también definen la cocina del centro.,"Rinde mejor si se pide recién armado y se comparte mientras pruebas otras cosas. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL206,duros preparados,botana,botana_callejera,Jalisco,Occidente,"Botana inflada de trigo o harina servida con limón, salsa, crema, cueritos o pepino.",abierto_con_toppings,false,medio,medio,Es una botana representativa de Jalisco y muestra cómo la calle y la reunión informal también definen la cocina del occidente.,Rinde mejor si se pide recién armado y se comparte mientras pruebas otras cosas. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL207,pepihuates,botana,botana_callejera,Sinaloa,Noroeste,"Mezcla callejera de pepino con cacahuates, limón, salsas y chile líquido.",abierto_con_toppings,false,medio,bajo,Es una botana representativa de Sinaloa y muestra cómo la calle y la reunión informal también definen la cocina del noroeste.,Rinde mejor si se pide recién armado y se comparte mientras pruebas otras cosas. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL208,cahuamanta,sopa/caldo,caldo_costero,Sonora,Norte,"Caldo sonorense de mantarraya o mariscos, muy ligado a la cultura popular del noroeste.",caldo,false,medio,medio,"Es un caldo muy representativo de Sonora y muestra la importancia de los fondos, recados y guarniciones en la cocina del norte.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera. Mejor en un lugar con buena rotación y cadena de frío.,true
PL209,caldo de queso,sopa/caldo,caldo_regional,Sonora,Norte,"Caldo ligero de papa, chile verde y queso fresco, muy representativo de la cocina sonorense.",caldo,false,bajo,bajo,"Es un caldo muy representativo de Sonora y muestra la importancia de los fondos, recados y guarniciones en la cocina del norte.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL210,pejelagarto asado,platillo fuerte,marisco_costero,Tabasco,Sur,"Pescado de río asado al carbón, servido con tortillas, salsa y limón.",guiso,false,bajo,bajo,Es una preparación muy reconocible de Tabasco y refleja la lógica costera de la cocina del sur.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío.,true
PL211,pámpano en escabeche,platillo fuerte,marisco_costero,Campeche,Península de Yucatán,"Pescado cocido y marinado con vinagre, especias y vegetales, común en la costa campechana.",guiso,false,bajo,bajo,Es una preparación muy reconocible de Campeche y refleja la lógica costera de la cocina del península de yucatán.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío.,true
PL212,sopitos colimotes,antojito,antojito_colimense,Colima,Pacífico,"Discos pequeños de masa frita servidos con carne molida, lechuga, queso y salsa.",abierto_con_toppings,false,medio,medio,Es una preparación muy reconocible de Colima y ayuda a entender la cocina del pacífico.,Conviene comerlo recién hecho para aprovechar textura y temperatura. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL213,paste,antojito,pan_relleno_regional,Hidalgo,Centro,"Empanada horneada de masa firme rellena con guisos salados o dulces, muy asociada a la zona minera hidalguense.",cerrado_con_relleno,true,bajo,medio,Es uno de los bocados más reconocibles de Hidalgo y tiene valor turístico claro por su vínculo con la historia minera del estado.,Vale la pena probarlo recién horneado y comparar al menos un relleno salado y uno dulce para captar mejor la tradición local.,true
PL214,fideo seco,sopa/caldo,sopa_seca,Ciudad de México,Centro,Pasta corta cocinada hasta absorber salsa de jitomate o chipotle y servida como sopa seca.,caldo,false,bajo,bajo,"Es un caldo muy representativo de Ciudad de México y muestra la importancia de los fondos, recados y guarniciones en la cocina del centro.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL215,picadita,antojito,antojito_regional,Veracruz,Golfo,Disco pequeño de masa con borde pellizcado untado con salsa y queso encima.,abierto_con_toppings,true,medio,medio,Es una preparación muy reconocible de Veracruz y ayuda a entender la cocina del golfo.,Conviene comerlo recién hecho para aprovechar textura y temperatura. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL216,nachos,botana,botana_norteña,Coahuila,Norte,"Totopos de maíz bañados con queso fundido, jalapeños y a veces frijoles o carne molida, creados en Piedras Negras.",abierto_con_toppings,true,medio,medio,Es una botana muy reconocible de Coahuila y muestra cómo la cocina fronteriza se ha expandido internacionalmente.,"Conviene comerlo recién hecho para aprovechar textura y temperatura. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL217,chicharrón de puerco,botana,botana_regional,Ciudad de México,Centro,"Piel y a veces carne de cerdo fritas hasta quedar crujientes, servidas con limón y salsa.",guiso,false,medio,alto,Es una botana muy reconocible del centro del país y suele aparecer en mercados y fondas tradicionales.,"Conviene comerlo recién hecho para aprovechar textura y temperatura. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL218,cuerito,botana,botana_regional,Ciudad de México,Centro,"Piel de cerdo curtida en vinagre con textura suave y gelatinosa, común en fondas y puestos de antojitos.",guiso,false,bajo,alto,Es una botana muy reconocible del centro del país y acompaña tostadas o tacos de canasta.,"Conviene pedirlo fresco. Si no estás acostumbrado a texturas intensas, empieza con una porción moderada o compártelo.",true
PL219,chistorra,botana,botana_norteña,Sonora,Norte,"Embutido delgado de cerdo con paprika y ajo, frito o asado y servido como botana o taco.",guiso,false,medio,alto,Es una botana muy reconocible del norte del país y se suele compartir al inicio de la comida.,Conviene pedirla recién hecha para aprovechar textura y temperatura. Vale la pena confirmar si viene sola o dentro de una tortilla.,true
PL220,pan de cazón,platillo fuerte,guiso_regional,Campeche,Península de Yucatán,"Tortillas apiladas con cazón deshebrado, frijol colado y salsa de jitomate con chile habanero.",tortilla_rellena,false,alto,medio,Es uno de los platillos más representativos de Campeche y tiene alto valor turístico por su sabor y presentación regional.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Pregunta por el nivel de habanero antes de pedirlo si tu tolerancia es baja.,true
